artifact,task,injection_relation,dose,repeat_seed,method,method_group,source_type,is_proposed,relation_typed,certificate_ready,minhash_size,scenario,n_queries,changed_queries,clean_background_hit_rate,injection_recall,changed_only_recall
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.15625,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.140625,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.15625,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.109375,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.140625,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.265625,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.140625,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.3125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.3125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.3125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.328125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.3125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.203125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.28125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.1875,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.28125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.296875,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.03125,0.015625,0.015625
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.28125,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.359375,0.015625,0.015625
phase0_tf_confirm_top_len158_extra,tox21_mmp,decoy,1,101,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.28125,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.046875,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,decoy,1,103,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.09375,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.09375,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.015625,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.09375,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,raw_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,smiles_shingle_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.28125,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,decoy,1,103,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.09375,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,canonical_smiles_identity,classic,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,chemical_science_audit_bundle,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.15625,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,chemtrace_relation_lattice,proposed,self_rerun,True,True,True,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,datasail_similarity_cluster,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.140625,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,inchikey_connectivity_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.046875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,inchikey_full_identity,direct_mechanism,self_rerun,False,False,False,,all_semantic_changed,64,64,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,lohi_high_similarity_split,recent_same_task,adapted_rerun,False,False,False,,all_semantic_changed,64,64,0.046875,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,morgan_ecfp80,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.03125,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,morgan_minhash,direct_mechanism,adapted_rerun,False,False,False,128,all_semantic_changed,64,64,0.03125,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,decoy,1,103,murcko_scaffold,recent_same_task,self_rerun,False,False,False,,all_semantic_changed,64,64,0.140625,0.0,0.0
